Date,Close
,042700.KS
2014-01-02 00:00:00+00:00,2110.0
2014-01-03 00:00:00+00:00,2100.0
2014-01-06 00:00:00+00:00,2070.0
2014-01-07 00:00:00+00:00,2100.0
2014-01-08 00:00:00+00:00,2030.0
2014-01-09 00:00:00+00:00,1980.0
2014-01-10 00:00:00+00:00,2020.0
2014-01-13 00:00:00+00:00,2010.0
2014-01-14 00:00:00+00:00,1980.0
2014-01-15 00:00:00+00:00,2020.0
2014-01-16 00:00:00+00:00,1996.0
2014-01-17 00:00:00+00:00,2000.0
2014-01-20 00:00:00+00:00,2030.0
2014-01-21 00:00:00+00:00,2030.0
2014-01-22 00:00:00+00:00,1996.0
2014-01-23 00:00:00+00:00,2040.0
2014-01-24 00:00:00+00:00,2130.0
2014-01-27 00:00:00+00:00,2170.0
2014-01-28 00:00:00+00:00,2170.0
2014-01-29 00:00:00+00:00,2190.0
2014-02-03 00:00:00+00:00,2140.0
2014-02-04 00:00:00+00:00,2090.0
2014-02-05 00:00:00+00:00,2140.0
2014-02-06 00:00:00+00:00,2180.0
2014-02-07 00:00:00+00:00,2170.0
2014-02-10 00:00:00+00:00,2160.0
2014-02-11 00:00:00+00:00,2160.0
2014-02-12 00:00:00+00:00,2160.0
2014-02-13 00:00:00+00:00,2110.0
2014-02-14 00:00:00+00:00,2180.0
2014-02-17 00:00:00+00:00,2220.0
2014-02-18 00:00:00+00:00,2240.0
2014-02-19 00:00:00+00:00,2240.0
2014-02-20 00:00:00+00:00,2250.0
2014-02-21 00:00:00+00:00,2280.0
2014-02-24 00:00:00+00:00,2280.0
2014-02-25 00:00:00+00:00,2280.0
2014-02-26 00:00:00+00:00,2300.0
2014-02-27 00:00:00+00:00,2230.0
2014-02-28 00:00:00+00:00,2320.0
2014-03-03 00:00:00+00:00,2320.0
2014-03-04 00:00:00+00:00,2350.0
2014-03-05 00:00:00+00:00,2360.0
2014-03-06 00:00:00+00:00,2340.0
2014-03-07 00:00:00+00:00,2310.0
2014-03-10 00:00:00+00:00,2300.0
2014-03-11 00:00:00+00:00,2350.0
2014-03-12 00:00:00+00:00,2380.0
2014-03-13 00:00:00+00:00,2420.0
2014-03-14 00:00:00+00:00,2440.0
2014-03-17 00:00:00+00:00,2370.0
2014-03-18 00:00:00+00:00,2440.0
2014-03-19 00:00:00+00:00,2450.0
2014-03-20 00:00:00+00:00,2500.0
2014-03-21 00:00:00+00:00,2500.0
2014-03-24 00:00:00+00:00,2530.0
2014-03-25 00:00:00+00:00,2560.0
2014-03-26 00:00:00+00:00,2700.0
2014-03-27 00:00:00+00:00,2700.0
2014-03-28 00:00:00+00:00,2730.0
2014-03-31 00:00:00+00:00,2630.0
2014-04-01 00:00:00+00:00,2630.0
2014-04-02 00:00:00+00:00,2640.0
2014-04-03 00:00:00+00:00,2650.0
2014-04-04 00:00:00+00:00,2640.0
2014-04-07 00:00:00+00:00,2760.0
2014-04-08 00:00:00+00:00,2870.0
2014-04-09 00:00:00+00:00,2780.0
2014-04-10 00:00:00+00:00,2840.0
2014-04-11 00:00:00+00:00,2800.0
2014-04-14 00:00:00+00:00,2790.0
2014-04-15 00:00:00+00:00,2790.0
2014-04-16 00:00:00+00:00,2750.0
2014-04-17 00:00:00+00:00,2750.0
2014-04-18 00:00:00+00:00,2870.0
2014-04-21 00:00:00+00:00,2920.0
2014-04-22 00:00:00+00:00,2930.0
2014-04-23 00:00:00+00:00,2890.0
2014-04-24 00:00:00+00:00,2830.0
2014-04-25 00:00:00+00:00,2920.0
2014-04-28 00:00:00+00:00,2990.0
2014-04-29 00:00:00+00:00,2990.0
2014-04-30 00:00:00+00:00,2980.0
2014-05-02 00:00:00+00:00,3040.0
2014-05-07 00:00:00+00:00,3000.0
2014-05-08 00:00:00+00:00,3080.0
2014-05-09 00:00:00+00:00,3060.0
2014-05-12 00:00:00+00:00,3020.0
2014-05-13 00:00:00+00:00,3030.0
2014-05-14 00:00:00+00:00,3040.0
2014-05-15 00:00:00+00:00,3010.0
2014-05-16 00:00:00+00:00,2950.0
2014-05-19 00:00:00+00:00,2860.0
2014-05-20 00:00:00+00:00,2870.0
2014-05-21 00:00:00+00:00,2860.0
2014-05-22 00:00:00+00:00,2920.0
2014-05-23 00:00:00+00:00,2930.0
2014-05-26 00:00:00+00:00,2920.0
2014-05-27 00:00:00+00:00,2870.0
2014-05-28 00:00:00+00:00,2830.0
2014-05-29 00:00:00+00:00,2990.0
2014-05-30 00:00:00+00:00,2930.0
2014-06-02 00:00:00+00:00,2870.0
2014-06-03 00:00:00+00:00,2840.0
2014-06-05 00:00:00+00:00,2810.0
2014-06-09 00:00:00+00:00,2840.0
2014-06-10 00:00:00+00:00,2840.0
2014-06-11 00:00:00+00:00,2890.0
2014-06-12 00:00:00+00:00,2960.0
2014-06-13 00:00:00+00:00,2940.0
2014-06-16 00:00:00+00:00,2940.0
2014-06-17 00:00:00+00:00,2940.0
2014-06-18 00:00:00+00:00,3000.0
2014-06-19 00:00:00+00:00,3000.0
2014-06-20 00:00:00+00:00,2990.0
2014-06-23 00:00:00+00:00,3040.0
2014-06-24 00:00:00+00:00,2880.0
2014-06-25 00:00:00+00:00,2780.0
2014-06-26 00:00:00+00:00,2900.0
2014-06-27 00:00:00+00:00,2910.0
2014-06-30 00:00:00+00:00,2850.0
2014-07-01 00:00:00+00:00,2980.0
2014-07-02 00:00:00+00:00,2980.0
2014-07-03 00:00:00+00:00,2970.0
2014-07-04 00:00:00+00:00,2960.0
2014-07-07 00:00:00+00:00,2980.0
2014-07-08 00:00:00+00:00,2940.0
2014-07-09 00:00:00+00:00,2890.0
2014-07-10 00:00:00+00:00,2860.0
2014-07-11 00:00:00+00:00,2880.0
2014-07-14 00:00:00+00:00,2860.0
2014-07-15 00:00:00+00:00,3040.0
2014-07-16 00:00:00+00:00,3040.0
2014-07-17 00:00:00+00:00,3120.0
2014-07-18 00:00:00+00:00,3070.0
2014-07-21 00:00:00+00:00,3070.0
2014-07-22 00:00:00+00:00,3080.0
2014-07-23 00:00:00+00:00,3130.0
2014-07-24 00:00:00+00:00,3120.0
2014-07-25 00:00:00+00:00,3170.0
2014-07-28 00:00:00+00:00,3060.0
2014-07-29 00:00:00+00:00,2930.0
2014-07-30 00:00:00+00:00,2930.0
2014-07-31 00:00:00+00:00,2950.0
2014-08-01 00:00:00+00:00,2890.0
2014-08-04 00:00:00+00:00,2950.0
2014-08-05 00:00:00+00:00,3020.0
2014-08-06 00:00:00+00:00,3100.0
2014-08-07 00:00:00+00:00,3040.0
2014-08-08 00:00:00+00:00,3040.0
2014-08-11 00:00:00+00:00,2990.0
2014-08-12 00:00:00+00:00,2980.0
2014-08-13 00:00:00+00:00,3180.0
2014-08-14 00:00:00+00:00,3130.0
2014-08-18 00:00:00+00:00,3080.0
2014-08-19 00:00:00+00:00,3070.0
2014-08-20 00:00:00+00:00,3000.0
2014-08-21 00:00:00+00:00,3160.0
2014-08-22 00:00:00+00:00,3070.0
2014-08-25 00:00:00+00:00,3090.0
2014-08-26 00:00:00+00:00,3110.0
2014-08-27 00:00:00+00:00,3080.0
2014-08-28 00:00:00+00:00,3060.0
2014-08-29 00:00:00+00:00,3030.0
2014-09-01 00:00:00+00:00,3480.0
2014-09-02 00:00:00+00:00,3330.0
2014-09-03 00:00:00+00:00,3310.0
2014-09-04 00:00:00+00:00,3270.0
2014-09-05 00:00:00+00:00,3340.0
2014-09-11 00:00:00+00:00,3590.0
2014-09-12 00:00:00+00:00,3450.0
2014-09-15 00:00:00+00:00,3390.0
2014-09-16 00:00:00+00:00,3370.0
2014-09-17 00:00:00+00:00,3410.0
2014-09-18 00:00:00+00:00,3410.0
2014-09-19 00:00:00+00:00,3350.0
2014-09-22 00:00:00+00:00,3370.0
2014-09-23 00:00:00+00:00,3220.0
2014-09-24 00:00:00+00:00,3260.0
2014-09-25 00:00:00+00:00,3240.0
2014-09-26 00:00:00+00:00,3300.0
2014-09-29 00:00:00+00:00,3290.0
2014-09-30 00:00:00+00:00,3310.0
2014-10-01 00:00:00+00:00,3340.0
2014-10-02 00:00:00+00:00,3340.0
2014-10-06 00:00:00+00:00,3310.0
2014-10-07 00:00:00+00:00,3550.0
2014-10-08 00:00:00+00:00,3460.0
2014-10-10 00:00:00+00:00,3620.0
2014-10-13 00:00:00+00:00,3380.0
2014-10-14 00:00:00+00:00,3480.0
2014-10-15 00:00:00+00:00,3440.0
